2026-01-19 19:07:23 | INFO     | Logger initialized
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:23 | INIT     | [RUN CONFIGURATION] instance=XL-n7353-k1471.vrp run=0
2026-01-19 19:07:23 | INIT     | seed = 620139230
2026-01-19 19:07:23 | INIT     | scp_solvers = ['gurobi_mip']
2026-01-19 19:07:23 | INIT     | scp_switch_prob = 0.0
2026-01-19 19:07:23 | INIT     | time_limit_scp = 900.0
2026-01-19 19:07:23 | INIT     | scp_every = 3
2026-01-19 19:07:23 | INIT     | time_limit_total = 35000.0
2026-01-19 19:07:23 | INIT     | max_no_improvement_iters = 50
2026-01-19 19:07:23 | INIT     | min_avg_cluster_size = 100
2026-01-19 19:07:23 | INIT     | max_avg_cluster_size = 2500
2026-01-19 19:07:23 | INIT     | routing_solvers = ['pyvrp', 'filo1', 'filo2']
2026-01-19 19:07:23 | INIT     | routing_no_improvement = None
2026-01-19 19:07:23 | INIT     | ls_neighbourhood = dri_spatial
2026-01-19 19:07:23 | INIT     | ls_after_routing_max_neighbours = 300
2026-01-19 19:07:23 | INIT     | ls_max_neighbours_restricted = 200
2026-01-19 19:07:23 | INIT     | randomize_polar_angle = True
2026-01-19 19:07:23 | INIT     | warm_start_solutions = None
2026-01-19 19:07:23 | INIT     | log_mode = instance
2026-01-19 19:07:23 | INIT     | log_to_console = False
2026-01-19 19:07:23 | INIT     | periodic_sol_dump = True
2026-01-19 19:07:23 | INIT     | sol_dump_interval = 3600.0
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:25 | INFO     | [XL-n7353-k1471 ITERATION 1] mode=VB method=sk_kmeans k=1 solver=filo2
2026-01-19 19:09:05 | INFO     | [XL-n7353-k1471 CLUSTER] method=sk_kmeans k=1 | sizes=[7352] | min=7352 max=7352 avg=7352.0
2026-01-19 19:09:05 | INFO     | [XL-n7353-k1471 ROUTING] Solving clusters with filo2
2026-01-19 19:24:30 | INFO     | [XL-n7353-k1471 IMPROVED-VB/RB] best_cost=1538404 | Gap: 0.0438%
2026-01-19 19:24:30 | INFO     | [XL-n7353-k1471 ITERATION 2] mode=VB method=sk_ac_complete k=8 solver=filo2
