2026-01-19 19:07:23 | INFO     | Logger initialized
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:23 | INIT     | [RUN CONFIGURATION] instance=XL-n4245-k203.vrp run=0
2026-01-19 19:07:23 | INIT     | seed = 1124448538
2026-01-19 19:07:23 | INIT     | scp_solvers = ['gurobi_mip']
2026-01-19 19:07:23 | INIT     | scp_switch_prob = 0.0
2026-01-19 19:07:23 | INIT     | time_limit_scp = 900.0
2026-01-19 19:07:23 | INIT     | scp_every = 3
2026-01-19 19:07:23 | INIT     | time_limit_total = 35000.0
2026-01-19 19:07:23 | INIT     | max_no_improvement_iters = 50
2026-01-19 19:07:23 | INIT     | min_avg_cluster_size = 100
2026-01-19 19:07:23 | INIT     | max_avg_cluster_size = 2500
2026-01-19 19:07:23 | INIT     | routing_solvers = ['pyvrp', 'filo1', 'filo2']
2026-01-19 19:07:23 | INIT     | routing_no_improvement = None
2026-01-19 19:07:23 | INIT     | ls_neighbourhood = dri_spatial
2026-01-19 19:07:23 | INIT     | ls_after_routing_max_neighbours = 300
2026-01-19 19:07:23 | INIT     | ls_max_neighbours_restricted = 200
2026-01-19 19:07:23 | INIT     | randomize_polar_angle = True
2026-01-19 19:07:23 | INIT     | warm_start_solutions = None
2026-01-19 19:07:23 | INIT     | log_mode = instance
2026-01-19 19:07:23 | INIT     | log_to_console = False
2026-01-19 19:07:23 | INIT     | periodic_sol_dump = True
2026-01-19 19:07:23 | INIT     | sol_dump_interval = 3600.0
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:24 | INFO     | [XL-n4245-k203 ITERATION 1] mode=VB method=sk_kmeans k=1 solver=filo2
2026-01-19 19:07:52 | INFO     | [XL-n4245-k203 CLUSTER] method=sk_kmeans k=1 | sizes=[4244] | min=4244 max=4244 avg=4244.0
2026-01-19 19:07:52 | INFO     | [XL-n4245-k203 ROUTING] Solving clusters with filo2
2026-01-19 19:13:20 | INFO     | [XL-n4245-k203 IMPROVED-VB/RB] best_cost=230165 | Gap: 0.2561%
2026-01-19 19:13:20 | INFO     | [XL-n4245-k203 ITERATION 2] mode=RB method=sk_ac_complete k=10 solver=filo1
2026-01-19 19:13:20 | INFO     | [XL-n4245-k203 CLUSTER] method=sk_ac_complete k=10 | sizes=[588, 443, 546, 399, 378, 525, 420, 378, 315, 252] | min=252 max=588 avg=424.4
2026-01-19 19:13:20 | INFO     | [XL-n4245-k203 ROUTING] Solving clusters with filo1
2026-01-19 19:27:24 | INFO     | [XL-n4245-k203 NO-IMPROVEMENT] best_cost=230165 | streak=1 | Gap: 0.2561%
