2026-01-19 19:07:23 | INFO     | Logger initialized
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:23 | INIT     | [RUN CONFIGURATION] instance=XL-n2727-k546.vrp run=0
2026-01-19 19:07:23 | INIT     | seed = 1473994412
2026-01-19 19:07:23 | INIT     | scp_solvers = ['gurobi_mip']
2026-01-19 19:07:23 | INIT     | scp_switch_prob = 0.0
2026-01-19 19:07:23 | INIT     | time_limit_scp = 900.0
2026-01-19 19:07:23 | INIT     | scp_every = 3
2026-01-19 19:07:23 | INIT     | time_limit_total = 35000.0
2026-01-19 19:07:23 | INIT     | max_no_improvement_iters = 50
2026-01-19 19:07:23 | INIT     | min_avg_cluster_size = 100
2026-01-19 19:07:23 | INIT     | max_avg_cluster_size = 2500
2026-01-19 19:07:23 | INIT     | routing_solvers = ['pyvrp', 'filo1', 'filo2']
2026-01-19 19:07:23 | INIT     | routing_no_improvement = None
2026-01-19 19:07:23 | INIT     | ls_neighbourhood = dri_spatial
2026-01-19 19:07:23 | INIT     | ls_after_routing_max_neighbours = 300
2026-01-19 19:07:23 | INIT     | ls_max_neighbours_restricted = 200
2026-01-19 19:07:23 | INIT     | randomize_polar_angle = True
2026-01-19 19:07:23 | INIT     | warm_start_solutions = None
2026-01-19 19:07:23 | INIT     | log_mode = instance
2026-01-19 19:07:23 | INIT     | log_to_console = False
2026-01-19 19:07:23 | INIT     | periodic_sol_dump = True
2026-01-19 19:07:23 | INIT     | sol_dump_interval = 3600.0
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:24 | INFO     | [XL-n2727-k546 ITERATION 1] mode=VB method=sk_kmeans k=1 solver=filo2
2026-01-19 19:07:38 | INFO     | [XL-n2727-k546 CLUSTER] method=sk_kmeans k=1 | sizes=[2726] | min=2726 max=2726 avg=2726.0
2026-01-19 19:07:38 | INFO     | [XL-n2727-k546 ROUTING] Solving clusters with filo2
2026-01-19 19:14:16 | INFO     | [XL-n2727-k546 IMPROVED-VB/RB] best_cost=431352 | Gap: 0.0524%
2026-01-19 19:14:16 | INFO     | [XL-n2727-k546 ITERATION 2] mode=VB method=sk_ac_min k=4 solver=filo2
2026-01-19 19:14:26 | INFO     | [XL-n2727-k546 CLUSTER] method=sk_ac_min k=4 | sizes=[2723, 1, 1, 1] | min=1 max=2723 avg=681.5
2026-01-19 19:14:26 | INFO     | [XL-n2727-k546 ROUTING] Solving clusters with filo2
2026-01-19 19:21:27 | INFO     | [XL-n2727-k546 NO-IMPROVEMENT] best_cost=431352 | streak=1 | Gap: 0.0524%
2026-01-19 19:21:27 | INFO     | [XL-n2727-k546 ITERATION 3] mode=VB method=sk_ac_min k=5 solver=filo2
2026-01-19 19:21:37 | INFO     | [XL-n2727-k546 CLUSTER] method=sk_ac_min k=5 | sizes=[2722, 1, 1, 1, 1] | min=1 max=2722 avg=545.2
2026-01-19 19:21:37 | INFO     | [XL-n2727-k546 ROUTING] Solving clusters with filo2
2026-01-19 19:29:04 | INFO     | [XL-n2727-k546 SCP] solver=gurobi_mip | route_pool=1179
2026-01-19 19:29:05 | INFO     | [XL-n2727-k546 SCP] optimal solution found
2026-01-19 19:29:38 | INFO     | [XL-n2727-k546 SCP-NO-IMPROVEMENT] cost=431352 (best=431352) | Gap: 0.0524%
2026-01-19 19:29:38 | INFO     | [XL-n2727-k546 NO-IMPROVEMENT] best_cost=431352 | streak=2 | Gap: 0.0524%
2026-01-19 19:29:38 | INFO     | [XL-n2727-k546 ITERATION 4] mode=RB method=sk_ac_complete k=2 solver=filo2
2026-01-19 19:29:38 | INFO     | [XL-n2727-k546 CLUSTER] method=sk_ac_complete k=2 | sizes=[1461, 1265] | min=1265 max=1461 avg=1363.0
2026-01-19 19:29:38 | INFO     | [XL-n2727-k546 ROUTING] Solving clusters with filo2
2026-01-19 19:44:29 | INFO     | [XL-n2727-k546 IMPROVED-VB/RB] best_cost=431334 | Gap: 0.0482%
2026-01-19 19:44:29 | INFO     | [XL-n2727-k546 ITERATION 5] mode=RB method=sk_kmeans k=5 solver=filo2
2026-01-19 19:44:31 | INFO     | [XL-n2727-k546 CLUSTER] method=sk_kmeans k=5 | sizes=[515, 780, 280, 600, 551] | min=280 max=780 avg=545.2
2026-01-19 19:44:31 | INFO     | [XL-n2727-k546 ROUTING] Solving clusters with filo2
2026-01-19 19:58:48 | INFO     | [XL-n2727-k546 NO-IMPROVEMENT] best_cost=431334 | streak=1 | Gap: 0.0482%
2026-01-19 19:58:48 | INFO     | [XL-n2727-k546 ITERATION 6] mode=RB method=sk_ac_min k=10 solver=filo2
2026-01-19 19:58:48 | INFO     | [XL-n2727-k546 CLUSTER] method=sk_ac_min k=10 | sizes=[2586, 20, 20, 10, 60, 5, 10, 5, 5, 5] | min=5 max=2586 avg=272.6
2026-01-19 19:58:48 | INFO     | [XL-n2727-k546 ROUTING] Solving clusters with filo2
2026-01-19 20:06:14 | INFO     | [XL-n2727-k546 IMPROVED-VB/RB] best_cost=431332 | Gap: 0.0478%
2026-01-19 20:06:14 | INFO     | [XL-n2727-k546 SCP] solver=gurobi_mip | route_pool=1654
2026-01-19 20:06:15 | INFO     | [XL-n2727-k546 SCP] optimal solution found
2026-01-19 20:06:28 | INFO     | [XL-n2727-k546 IMPROVED-SCP] best_cost=431308 | Gap: 0.0422%
2026-01-19 20:06:28 | INFO     | [XL-n2727-k546 ITERATION 7] mode=RB method=sk_ac_complete k=5 solver=filo2
2026-01-19 20:06:28 | INFO     | [XL-n2727-k546 CLUSTER] method=sk_ac_complete k=5 | sizes=[1176, 510, 420, 295, 325] | min=295 max=1176 avg=545.2
2026-01-19 20:06:28 | INFO     | [XL-n2727-k546 ROUTING] Solving clusters with filo2
2026-01-19 20:22:49 | INFO     | 
2026-01-19 20:22:49 | INFO     | ================================================================================
2026-01-19 20:22:49 | INFO     | [XL-n2727-k546] PERIODIC SNAPSHOT SNAPSHOT_001
