2026-01-19 19:07:23 | INFO     | Logger initialized
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:23 | INIT     | [RUN CONFIGURATION] instance=XL-n8575-k1297.vrp run=0
2026-01-19 19:07:23 | INIT     | seed = 263485317
2026-01-19 19:07:23 | INIT     | scp_solvers = ['gurobi_mip']
2026-01-19 19:07:23 | INIT     | scp_switch_prob = 0.0
2026-01-19 19:07:23 | INIT     | time_limit_scp = 900.0
2026-01-19 19:07:23 | INIT     | scp_every = 3
2026-01-19 19:07:23 | INIT     | time_limit_total = 35000.0
2026-01-19 19:07:23 | INIT     | max_no_improvement_iters = 50
2026-01-19 19:07:23 | INIT     | min_avg_cluster_size = 100
2026-01-19 19:07:23 | INIT     | max_avg_cluster_size = 2500
2026-01-19 19:07:23 | INIT     | routing_solvers = ['pyvrp', 'filo1', 'filo2']
2026-01-19 19:07:23 | INIT     | routing_no_improvement = None
2026-01-19 19:07:23 | INIT     | ls_neighbourhood = dri_spatial
2026-01-19 19:07:23 | INIT     | ls_after_routing_max_neighbours = 300
2026-01-19 19:07:23 | INIT     | ls_max_neighbours_restricted = 200
2026-01-19 19:07:23 | INIT     | randomize_polar_angle = True
2026-01-19 19:07:23 | INIT     | warm_start_solutions = None
2026-01-19 19:07:23 | INIT     | log_mode = instance
2026-01-19 19:07:23 | INIT     | log_to_console = False
2026-01-19 19:07:23 | INIT     | periodic_sol_dump = True
2026-01-19 19:07:23 | INIT     | sol_dump_interval = 3600.0
2026-01-19 19:07:23 | INIT     | ================================================================================
2026-01-19 19:07:28 | INFO     | [XL-n8575-k1297 ITERATION 1] mode=VB method=sk_kmeans k=1 solver=filo2
2026-01-19 19:09:33 | INFO     | [XL-n8575-k1297 CLUSTER] method=sk_kmeans k=1 | sizes=[8574] | min=8574 max=8574 avg=8574.0
2026-01-19 19:09:33 | INFO     | [XL-n8575-k1297 ROUTING] Solving clusters with filo2
2026-01-19 19:19:06 | INFO     | [XL-n8575-k1297 IMPROVED-VB/RB] best_cost=1094119 | Gap: 0.5075%
2026-01-19 19:19:06 | INFO     | [XL-n8575-k1297 ITERATION 2] mode=VB method=sk_kmeans k=5 solver=filo1
2026-01-19 19:20:23 | INFO     | [XL-n8575-k1297 CLUSTER] method=sk_kmeans k=5 | sizes=[1709, 1718, 1514, 2166, 1467] | min=1467 max=2166 avg=1714.8
2026-01-19 19:20:23 | INFO     | [XL-n8575-k1297 ROUTING] Solving clusters with filo1
2026-01-19 19:52:41 | INFO     | [XL-n8575-k1297 IMPROVED-VB/RB] best_cost=1092450 | Gap: 0.3542%
2026-01-19 19:52:41 | INFO     | [XL-n8575-k1297 ITERATION 3] mode=RB method=sk_ac_complete k=6 solver=pyvrp
2026-01-19 19:52:41 | INFO     | [XL-n8575-k1297 CLUSTER] method=sk_ac_complete k=6 | sizes=[1981, 1506, 1518, 1564, 1235, 770] | min=770 max=1981 avg=1429.0
2026-01-19 19:52:41 | INFO     | [XL-n8575-k1297 ROUTING] Solving clusters with pyvrp
2026-01-19 20:17:32 | INFO     | [XL-n8575-k1297 SCP] solver=gurobi_mip | route_pool=3768
2026-01-19 20:17:35 | INFO     | [XL-n8575-k1297 SCP] optimal solution found
2026-01-19 20:26:11 | INFO     | [XL-n8575-k1297 SCP-NO-IMPROVEMENT] cost=1092451 (best=1092450) | Gap: 0.3542%
2026-01-19 20:26:11 | INFO     | 
2026-01-19 20:26:11 | INFO     | ================================================================================
2026-01-19 20:26:11 | INFO     | [XL-n8575-k1297] PERIODIC SNAPSHOT SNAPSHOT_001
2026-01-19 20:26:11 | INFO     | ================================================================================
2026-01-19 20:26:11 | INFO     | Route #1: 5720 2777 7802 5977 5154 1692 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #2: 3586 3288 1839 4044 1235 689 6037 4223 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #3: 7736 2757 6816 6479 858 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #4: 5869 6252 3594 6899 4319 3267 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #5: 7440 3710 5730 1230 4219 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #6: 7806 8299 299 6171 2837 1854 4651 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #7: 8293 5577 8066 6301 8363 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #8: 4932 4902 7928 548 7291 833 1424 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #9: 6221 900 7675 7026 217 5456 7066 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #10: 2348 2294 3123 1859 2781 1336 3291 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #11: 2286 7851 7710 1563 1829 716 7684 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #12: 5763 4810 5015 7634 2823 5296 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #13: 5419 7908 3626 2398 4757 2081 4668 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #14: 6495 4596 3177 4143 1141 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #15: 5826 4585 3935 6496 72 5721 7765 5494 2910 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #16: 4028 4243 2637 2196 2921 4495 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #17: 4864 5884 1391 7805 8164 7825 || mode=vb method=sk_kmeans solver=filo2 stage=post_ls iter=1
2026-01-19 20:26:11 | INFO     | Route #18: 3653 4662 3573 5040 3554 || mode=vb method=sk_kmeans solver=filo2 stage=post_ls iter=1
2026-01-19 20:26:11 | INFO     | Route #19: 7560 852 6323 3385 5840 5447 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #20: 3656 4081 6321 4473 5045 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #21: 4996 1572 6568 4849 3770 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #22: 2331 6519 1278 762 3193 1503 366 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #23: 627 8210 4504 1968 2533 253 || mode=vb method=sk_kmeans solver=filo2 stage=post_ls iter=1
2026-01-19 20:26:11 | INFO     | Route #24: 4225 7102 2251 6053 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #25: 5715 1237 2672 3371 4307 7435 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #26: 6093 4452 7756 4165 1518 4770 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #27: 3273 1938 1317 4977 2516 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #28: 1552 110 6045 2585 531 || mode=vb method=sk_kmeans solver=filo2 stage=post_ls iter=1
2026-01-19 20:26:11 | INFO     | Route #29: 1831 5146 6722 7565 8241 1291 4224 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #30: 1985 2287 7128 8458 3555 5978 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #31: 1381 7476 2575 1021 1628 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #32: 818 4511 67 6499 1693 991 3947 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #33: 725 6423 2563 5988 3334 4417 3952 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #34: 441 6034 3542 5758 1730 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #35: 1481 3247 1437 6788 3686 3379 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #36: 2409 3207 1667 3396 4556 6295 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #37: 7484 1453 3268 979 5506 2829 6042 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #38: 8235 215 3957 717 6430 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #39: 6785 3051 4391 3797 1348 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #40: 1533 6895 6643 3354 7953 7050 5839 7835 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #41: 7791 1764 7216 4103 7130 5048 3009 1593 3229 3763 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #42: 978 7923 642 6410 386 5381 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #43: 8165 1487 8134 8266 1507 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #44: 2525 3295 1172 6718 4918 7463 7147 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #45: 491 483 2676 3432 7203 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #46: 2890 1374 3643 5168 5183 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #47: 3315 3099 2808 2884 3815 5455 2222 8513 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #48: 2523 1087 3884 2893 1751 6603 4862 8204 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #49: 239 1931 2003 4591 7100 8315 4963 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #50: 2062 1078 6456 427 8094 5034 5995 7862 804 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #51: 3983 4491 4943 4430 7664 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #52: 6840 7723 7849 2975 8159 7060 4204 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #53: 3215 7782 2131 1561 2271 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #54: 4322 6844 4955 4011 8365 411 6286 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #55: 1165 8082 3165 4119 5155 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #56: 4956 1586 5030 1739 5347 556 4713 2610 2904 3839 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #57: 4164 6765 1309 6925 1626 5475 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #58: 3948 3055 2482 7955 7781 7009 2113 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #59: 1816 5016 6730 7253 7557 5773 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #60: 4566 571 2425 6948 2230 6558 || mode=vb method=sk_kmeans solver=filo2 stage=post_ls iter=1
2026-01-19 20:26:11 | INFO     | Route #61: 7487 5846 8025 4264 2134 3889 6451 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #62: 4985 4551 3888 2101 7660 3452 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #63: 232 3698 3690 2293 2387 4383 1558 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #64: 2690 8225 5199 5573 6468 7760 1605 2939 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #65: 6551 7594 3124 252 4534 7051 2430 8132 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #66: 652 1057 5301 934 523 223 2444 5264 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #67: 8042 4881 2915 5532 578 8528 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #68: 1401 2588 5047 2313 166 1397 8121 3867 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #69: 5591 2795 4087 141 7073 1698 8418 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #70: 5733 5816 1287 5781 154 1999 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #71: 7785 2344 1713 6189 5302 7132 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #72: 8459 2536 2848 6247 1964 3736 4675 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #73: 5612 707 7871 5355 4876 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #74: 102 3844 78 6011 3228 536 198 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #75: 7505 4559 4792 4256 5796 522 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #76: 4490 2226 605 2814 477 156 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #77: 7762 5315 330 7713 848 5261 8122 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #78: 2043 5526 5504 309 5342 516 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #79: 3915 5223 413 2700 2487 1673 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #80: 8357 1277 4970 6443 1727 8249 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #81: 4740 4782 909 339 687 3424 1470 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #82: 1511 5457 629 6649 2047 6236 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #83: 7380 3328 2072 7948 1975 6390 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #84: 610 1568 6528 552 8286 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #85: 5281 5189 6961 3470 7556 3069 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #86: 4216 7998 6449 4603 3006 7347 2059 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #87: 6345 1283 1515 5881 3355 3860 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #88: 4780 7792 1429 3296 8551 5955 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #89: 1666 549 6383 2587 7994 1466 3021 2650 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #90: 3732 5854 8496 4202 8296 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #91: 6621 7200 1790 1187 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #92: 6615 1919 7626 6036 2562 2044 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #93: 6874 3779 8439 1054 1326 3999 7438 || mode=vb method=sk_kmeans solver=filo1 stage=post_ls iter=2
2026-01-19 20:26:11 | INFO     | Route #94: 3612 4789 3677 5198 6004 3380 2692 || mode=vb method=sk_kmeans solver=filo2 stage=post_ls iter=1
